id,name,type
6100,happiercouples,marriage
6101,LawyerCoach,lawyer_legal
6102,TDWI,database
6103,charitywater,charity_philanthropy
6104,t,html
6105,TIME_Video,multimedia
6106,ENews,politics_news
6107,html5reset,html
6108,wfaaweathertoo,weather
6109,SterlingRope,climbing
6110,WorkIntegrity,career_employment
6111,PublishingGuru,writing
6112,weierophinney,php
6113,geodoctress,geography
6114,aiki14,trading
6115,huntingfishing,fishing
6116,gabbafriends,children
6117,wpcentral,mobile_smartphone
6118,JennaIsWriting,writing
6119,PatMetheny,jazz
6120,cortsims,archaeology
6121,HansonSailing,sailing
6122,drewbakermusic,composer
6123,Tyga,rapper
6124,BillBailey,comedy_funny
6125,brianspaeth,screenwriter
6126,edsizemore,anime
6127,pregnancytv,pregnancy
6128,LancasterUni,university
6129,1854,photography
6130,bigdata,database
6131,models,beauty_fashion_shopping
6132,guitardetails,guitar
6133,sankakucomplex,anime
6134,josephweaver,nursing
6135,elizabethscraig,writing
6136,ixSEANxi,jokes
6137,ESPN_Surf,surfing
6138,ohiou,university
6139,mikethemiz,wrestling
6140,DailyHadiths,islam
6141,chriscerrone,composer
6142,Agent_M,comics
6143,drvino,wine
6144,SnoopDogg,rapper
6145,YeahThatsKosher,jewish
6146,innocence,humanrights_activism_justice
6147,AngelTouchPlus,anime
6148,drkkolmes,psychology_mentalhealth
6149,yisforyogini,yoga
6150,Emiryun,anime
6151,coffeetablepoet,poetry
6152,DragonBe,php
6153,Paige_Mackenzie,golf
6154,Lloydbanks,rapper
6155,JamesTheWineGuy,wine
6156,djangocon,python
6157,cathicks,animation
6158,onigrnao,nursing
6159,lukemouland,genealogy
6160,antoifox,gambling
6161,Chevron,energy
6162,classicbride,wedding
6163,scott_pianowski,fantasy
6164,anndouglas,parenting
6165,martinjbishop,branding
6166,scicurious,neuroscience
6167,USArmyAfrica,army_military_veteran
6168,stormreports,weather
6169,HomeBuildersFed,housing
6170,tweetie,mac_iphone
6171,CookandDate,dating
6172,poetryblog,poetry
6173,WarmPiano,piano
6174,Catholicgauze,geography
6175,davidchoimusic,youtube
6176,RonConway,investor
6177,Battlefielddrum,drums
6178,MyNintendoNews,gaming
6179,GoogleVentures,investor
6180,blogging4jobs,career_employment
6181,Wachovia,banking
6182,bobkeroll,cycling
6183,NRAShow,hospitality
6184,faris,advertising
6185,fienen,highered
6186,MMWtweets,islam
6187,NewShul,jewish
6188,RichmondTheatre,theatre_theater
6189,rodrigocor7es,director
6190,About_Parenting,parenting
6191,worldarchfest,architecture
6192,hamzayusuf,islam
6193,Bethenny,realitytv
6194,Greenpeace_Lux,peace
6195,PAIRSFOUNDATION,marriage
6196,pf_tuner9389,piano
6197,MindyWeiss,wedding
6198,VeganVegetarian,vegetarian
6199,RealtorRyan,realestate
6200,greeneconpost,climatechange
6201,spriebsch,php
6202,MikeMueller,realestate
6203,djangopony,python
6204,MokuleleAir,airlines_aviation
6205,innovationrules,innovation
6206,148Apps,ipad
6207,JoeNBC,politics_news
6208,OgilvyWW,advertising
6209,sarahstanley,running
6210,climbhard_com,climbing
6211,HandmadeNews,etsy_handmade
6212,NYUpress,university
6213,bcuban,lawyer_legal
6214,birdhouseapp,ipad
6215,LaceyJones,poker
6216,DrLoos,dental
6217,SashaWolff,highered
6218,pinkcakebox,baking
6219,Pogue,tech
6220,marcparry,highered
6221,iD_magazine,magazine
6222,martinfowler,developer
6223,archiTEXT,architecture
6224,tdebaillon,management
6225,jhabig,biology
6226,ohyeonho,reporter
6227,NatGeoChannel,nature
6228,greenpeace_esp,peace
6229,FragDolls,gaming
6230,wallstCS,trading
6231,F1000,biology
6232,bluefly_com,beauty_fashion_shopping
6233,LizLum,banking
6234,gatesheadhc,housing
6235,Laurawriting,writing
6236,JeremyBorash,wrestling
6237,stereogum,blogs
6238,JessieNYC,sociology
6239,OneClimate,climatechange
6240,SymondsGSB,management
6241,robdyrdek,skateboarding
6242,pregnancyorg,pregnancy
6243,multimedialinks,multimedia
6244,RobinHoffmann,composer
6245,ATINursing,nursing
6246,LanguageCulture,linguistics
6247,NinoLeitner,multimedia
6248,HauteLook,beauty_fashion_shopping
6249,freetibetusa,buddhism
6250,FitMenu,nutrition
6251,XebiaFr,java
6252,RobGarciaSJ,banking
6253,extremesailing,sailing
6254,ArmyMom101,army_military_veteran
6255,CraigyFerg,comedy_funny
6256,RSNT,cycling
6257,Congletonengltd,engineering
6258,FellowFishermen,fishing
6259,OgilvyLabs,advertising
6260,tCntweets,construction
6261,comunicadores,blogs
6262,WowRyan,magician
6263,lobarad,chemistry
6264,langwitches,teaching
6265,BlatantStudios,animation
6266,ahier,healthcare_medicine
6267,ivolatility,trading
6268,ACSCAN,cancer
6269,HistoryCenter,history
6270,WinMcMurryGC,golf
6271,Jessesmagic,magician
6272,PsychToday,psychology_mentalhealth
6273,markguim,mobile_smartphone
6274,HighEdMarketing,highered
6275,joeledbetter,toys
6276,cocorocha,beauty_fashion_shopping
6277,RoRod101,nursing
6278,wimagazine,wedding
6279,NANDA_INT,nursing
6280,rogerzare,composer
6281,minkyungwook,reporter
6282,AuthorNarea,author
6283,FitBusyPeople,exercise_fitness
6284,progressenergy,energy
6285,dzuelke,php
6286,volklskis,skiing
6287,cancer_news,cancer
6288,cinemaemcena,cinema
6289,ajturner,geography
6290,FordFiesta,automotive
6291,coletteparis,beauty_fashion_shopping
6292,stomer,highered
6293,academyastro,astrology
6294,paulrouget,html
6295,TonyKanaan,racing
6296,Senate_GOPs,politics_news
6297,AudubonGuides,nature
6298,ClaireBrooksie,baking
6299,adwrighty,branding
6300,postpolitics,politics_news
6301,MaksimC,dance
6302,rockmonkeyart,climbing
6303,ZakkWyldeBLS,guitar
6304,TheAACD,dental
6305,SWEtalk,engineering
6306,WomenforWomen,humanrights_activism_justice
6307,therealstylesp,rapper
6308,marketstrategy,marketing
6309,socio_logos,sociology
6310,QuranicVerses,islam
6311,wardomatic,animation
6312,jojomayernerve,drums
6313,dornobdesign,architecture
6314,indiewire,documentary
6315,BuildingSite,construction
6316,LizLieu,poker
6317,weddingsites,wedding
6318,Dentra,dental
6319,Jumpstartkids,literacy
6320,StateDept,politics_news
6321,YourTango,dating
6322,YamahaDrums,drums
6323,OpGratitude,army_military_veteran
6324,albertwenger,investor
6325,briandfoy_perl,perl
6326,emmanuelbernard,java
6327,HarvardGSD,architecture
6328,RSHotel,hospitality
6329,lorirtaylor,ceo
6330,TheRSC,theatre_theater
6331,SXAniMedia,anime
6332,seriouseatsny,food_chef
6333,MapexDrums,drums
6334,aheritier,java
6335,marifinilham,islam
6336,bakerella,baking
6337,marcusramberg,perl
6338,TeddyTroops,toys
6339,RIBAJ,architecture
6340,DesignNewz,html
6341,Eve_Silver,romance
6342,justinflom,magician
6343,ovoinnovation,innovation
6344,rebsoni,swimming
6345,bloisolson,publicrelations
6346,tourdownunder,cycling
6347,theanalyticmind,psychology_mentalhealth
6348,jimmyjohns,restaurant_dining
6349,Vic_Firth,drums
6350,winecompanion,wine
6351,dsgnWrld,architecture
6352,heldincontempt,pharma
6353,baseballpro,baseball
6354,Disc_Health,exercise_fitness
6355,StrongrMarriage,marriage
6356,cubedweller,branding
6357,HealthLeaders,healthcare_medicine
6358,MoneyMatters,finance_economics
6359,TheWomensMuseum,history
6360,IEEEUSA,engineering
6361,jeyyounit11,youtube
6362,JNCI_Now,cancer
6363,greenpeacemty,peace
6364,unixmen,linux_opensource
6365,MillennialMedia,mobile_smartphone
6366,GPUSA,peace
6367,InmanNews,realestate
6368,arduinoteam,hacking
6369,accessfund,climbing
6370,RNIB,charity_philanthropy
6371,BeerSommelier,beer
6372,loscabossticks,drums
6373,TheSocialCMO,marketing
6374,googlereader,tech
6375,CellPressNews,biology
6376,WiredAutopia,automotive
6377,dannygokey,realitytv
6378,beberlei,php
6379,techreview,university
6380,MakeAWish,charity_philanthropy
6381,animeevolution,anime
6382,prod84,skateboarding
6383,CiteChicago,restaurant_dining
6384,weddingtidbits,wedding
6385,Resultsfitness,exercise_fitness
6386,andybehrens,fantasy
6387,szabgab,perl
6388,ulaesser,banking
6389,juliaerickson,career_employment
6390,PhilosophyInfo,philosophy
6391,EdinburghNapier,university
6392,CalvinKlein,beauty_fashion_shopping
6393,lineagekeeper,genealogy
6394,jonasbn,perl
6395,DialogueEditor,religion
6396,animeresearch,anime
6397,nicepeter,youtube
6398,ASMicrobiology,biology
6399,paulfeig,director
6400,RaSZi,poker
6401,GradToGreat,career_employment
6402,SRasmussen,publicrelations
6403,Mythogeography,geography
6404,thinkTANKphoto,photography
6405,BestTravelPics,photography
6406,niemanstory,multimedia
6407,BirthingWithin,pregnancy
6408,linkstoliteracy,literacy
6409,sitgesfestival,filmfestival
6410,ShivaRea,yoga
6411,swiftkaratechop,youtube
6412,kellyslater,surfing
6413,weddingchicks,wedding
6414,jcroft,python
6415,ppapoker,poker
6416,tmorello,guitar
6417,mattwilko8,surfing
6418,BoldProgressive,liberal
6419,metafarley,storage
6420,Dezeen,architecture
6421,ToyBook,toys
6422,pineappledance,dance
6423,REI,outdoors_hiking
6424,geographile,geography
6425,jwaonline,jewish
6426,CPAGUK,poverty
6427,kristenschaaled,comedy_funny
6428,AANP_NEWS,nursing
6429,RHelmsBooks,writing
6430,NeuroCog,neuroscience
6431,troutheadwaters,fishing
6432,evernote,mac_iphone
6433,TRADOC,army_military_veteran
6434,LFC,sport_football
6435,aidosaur,comics
6436,Cadillac,automotive
6437,uwengineering,engineering
6438,becfitzpatrick,author
6439,GreenpeaceRO,peace
6440,OnLineFishermen,fishing
6441,smsRob,swimming
6442,FCC,tech
6443,DigitalPharma,pharma
6444,climatesolution,climatechange
6445,iPPregnancyTest,pregnancy
6446,MedievalWall,history
6447,ElijahJamalJazz,jazz
6448,VegJolinda,vegetarian
6449,BRIANMBENDIS,comics
6450,ColorinColorado,literacy
6451,Yoga_Journal,yoga
6452,UndercoverRec,career_employment
6453,SAGEsociology,sociology
6454,wisebread,finance_economics
6455,severewarn,weather
6456,melissatrippy,youtube
6457,3PARPR,storage
6458,Tony_Horton,exercise_fitness
6459,namicnews,insurance
6460,macrumorslive,ipad
6461,mkapor,investor
6462,chomikk,youtube
6463,contagiousmag,advertising
6464,TheASF,java
6465,Keppie_Careers,career_employment
6466,serafinowicz,comedy_funny
6467,Sujatin,buddhism
6468,UND_com,college
6469,worldvrecords,genealogy
6470,pnanewyork,nursing
6471,DenverPRguy,publicrelations
6472,insideline_com,automotive
6473,thejobsguy,career_employment
6474,TheEcoist,sustainability_ecology
6475,GrandPre2009,archaeology
6476,GlobeVideos,multimedia
6477,NeilJohnston,motorcycle
6478,Coco_Crisp,baseball
6479,BobbyJindal,politics_news
6480,sesamestreet,parenting
6481,Mediabistro,advertising
6482,everest_college,college
6483,mhsteger,philosophy
6484,chrisbrogan,marketing
6485,joeycomeau,comics
6486,tdpb,magician
6487,GregorySIsaacs,composer
6488,bigshottoyworks,toys
6489,Mortons,restaurant_dining
6490,Screamqueenarmy,horror
6491,Hoptopia,beer
6492,demartek,storage
6493,linuxmagazine,linux_opensource
6494,ukMAGICshop,magician
6495,WSJ_Econ,finance_economics
6496,adforum,advertising
6497,ethannichtern,buddhism
6498,envatophoto,photography
6499,BuildingLaw,construction
6500,MattRaab,realestate
6501,KimsCraftBlog,writing
6502,EpicJokes,jokes
6503,TuftsUniversity,university
6504,mgonyeo,vegetarian
6505,wigu,comics
6506,flashmagazine,flash
6507,NeilHaskell,dance
6508,aaronrester,highered
6509,MomsMenu,recipes_cooking
6510,mindhackz,neuroscience
6511,NatGeoMovies,documentary
6512,jan_morgan,sustainability_ecology
6513,LizzytheLezzy,lesbian
6514,Chet_G,fantasy
6515,WILDfoundation,nature
6516,IshtarsGate,archaeology
6517,iPadInsightBlog,ipad
6518,BMWMotorrad,motorcycle
6519,samruby,html
6520,H_Kovalainen,racing
6521,Jerusalem_Post,jewish
6522,dgmacarthur,biology
6523,DP_57,hockey
6524,reederapp,developer
6525,a,php
6526,cfopub,accounting
6527,hotelinteractiv,hospitality
6528,SocialMedia411,marketing
6529,lynfredwinery,wine
6530,thecreativepenn,writing
6531,idSoftware,gaming
6532,CoyoteSings,poetry
6533,scriptstork,screenwriter
6534,TheRockHouse,guitar
6535,RealStamkos91,hockey
6536,TheSocialBrain,neuroscience
6537,NHBC,housing
6538,litmags,writing
6539,ethnografix,anthropology
6540,writing_tips,writing
6541,mysql_librarian,database
6542,mariofusco,java
6543,everydayfood,food_chef
6544,CLIOAwards,advertising
6545,greenpeaceBLN,peace
6546,IslamSpeaks,islam
6547,Hinchtown,racing
6548,MarketLikeAChik,branding
6549,gorillavsbear,blogs
6550,Romain_Dabre,chemistry
6551,jasonterry31,basketball
6552,sethmorrison1,skiing
6553,ExaminerWriter2,homeschool_school
6554,lavalife,dating
6555,therapy4help,psychology_mentalhealth
6556,mtrier,python
6557,Teusnerwine,wine
6558,tobySen,php
6559,dtstrain,philosophy
6560,LifewithCancer,cancer
6561,DCComics,comics
6562,WvSchaik,biology
6563,GreatCompassion,buddhism
6564,KristiLeskinen,skiing
6565,RIBA,architecture
6566,projo,newspaper
6567,lizardphoto,climbing
6568,BreakingNews,politics_news
6569,gameinformer,gaming
6570,dave_douglas,jazz
6571,DermNursing,nursing
6572,singlegirlie,dating
6573,marie_claire_au,magazine
6574,Liv_Boeree,poker
6575,whitneyshefte,multimedia
6576,nyrr,running
6577,rails,ruby
6578,SenChrisDodd,democrat
6579,DrumChannel,drums
6580,Leftyfly,fishing
6581,FDArecalls,pharma
6582,VictoriaDahl,romance
6583,magicconvention,magician
6584,ClarkSchool,engineering
6585,MobileBehavior,mobile_smartphone
6586,pydanny,python
6587,RealKyper,hockey
6588,socialmedia2day,marketing
6589,thedailyswarm,blogs
6590,msnbc_business,finance_economics
6591,UMNews,university
6592,SELFmagazine,exercise_fitness
6593,ojcius,biology
6594,FOSSwiki,linux_opensource
6595,UNC_VisCom,multimedia
6596,Gaming_Alerts,gambling
6597,ForeverAmbition,lesbian
6598,bstockwell,chemistry
6599,HikingTrips,outdoors_hiking
6600,pmolyneux,gaming
6601,ContinuumLing,linguistics
6602,ifpfilm,documentary
6603,RIOProducts,fishing
6604,INGRunnerNation,running
6605,UkNatArchives,history
6606,JobHuntOrg,career_employment
6607,indiespotting,etsy_handmade
6608,FreeRangeKids,parenting
6609,eRocketFuel,ceo
6610,anyabast,romance
6611,NatalieMacLean,wine
6612,epschleichert,nature
6613,OfficialTAZ,wrestling
6614,AlmeidaTheatre,theatre_theater
6615,nikonstuff,photography
6616,MichaelZelbel,photography
6617,joelparko,surfing
6618,girlwithnoname,exercise_fitness
6619,courtneymilan,romance
6620,injuryexpert,baseball
6621,NHL_Oilers,hockey
6622,Cooking_Light,recipes_cooking
6623,wordnik,linguistics
6624,Bloomingdales,beauty_fashion_shopping
6625,BJUPTON2,baseball
6626,ReligionReport,religion
6627,identitypr,publicrelations
6628,DepressionForum,psychology_mentalhealth
6629,mnjorgensen,teaching
6630,pregnancyguide,pregnancy
6631,hdridersusa,motorcycle
6632,BettorFan,gambling
6633,elmonte09,liberal
6634,DaveJMatthews,musician_singer
6635,digiphile,tech
6636,iamcolinquinn,comedy_funny
6637,planuk,charity_philanthropy
6638,eproulx,advertising
6639,TheresaLoe,gardening
6640,gothamwriters,writing
6641,moonangelnay,etsy_handmade
6642,t_aldehyde,magician
6643,DocuMentors,documentary
6644,Kidrobot,toys
6645,stevedupe,storage
6646,tonyclarkmagic,magician
6647,Skateparks,skateboarding
6648,RobertsEmma,tvshows_drama_actor_hollywood
6649,keithlango,animation
6650,ask,perl
6651,CapitolHistory,history
6652,SLSingh,mathematics
6653,dhanji,java
6654,rodney_yee,yoga
6655,BazaarUK,magazine
6656,LaisBodanzky,cinema
6657,mysticpieces,etsy_handmade
6658,HarryReid,democrat
6659,NutritionBlogs,nutrition
6660,TribecaFilmFest,filmfestival
6661,Law_Practice,lawyer_legal
6662,globeandmail,newspaper
6663,IBMStorage,storage
6664,TheSkiChannel,skiing
6665,richard_lord,flash
6666,malki,comics
6667,CNBC,finance_economics
6668,whyimsingle,dating
6669,XboxSupport,gaming
6670,CAMMagazine,construction
6671,dakami,hacking
6672,Sybase,database
6673,ShambhalaPubs,buddhism
6674,PlanningMag,housing
6675,mohistorymuseum,history
6676,xewbe,meditation
6677,HWFilmFestival,filmfestival
6678,benbangert,python
6679,growingyourbaby,pregnancy
6680,DailyDeadNews,horror
6681,DaltonTrans,chemistry
6682,earthoutreach,geography
6683,steven_moffat,director
6684,nsbecanada,engineering
6685,ginatrapani,tech
6686,juljames,romance
6687,LeslyCardec,publicrelations
6688,Delta,airlines_aviation
6689,josevalim,ruby
6690,FoxBusiness,finance_economics
6691,RSC_Books,chemistry
6692,CoachNancyP,parenting
6693,WebinarsatZend,php
6694,rubyist,ruby
6695,blogmarriage,marriage
6696,HitomiOgawa,piano
6697,alexismp,java
6698,wearesocial,publicrelations
6699,NCVO,charity_philanthropy
6700,sethgitner,multimedia
6701,nationalffa,agriculture
6702,SerenaDeeb,wrestling
6703,SydesJokes,jokes
6704,ekabanov,java
6705,NewYorkInsight,meditation
6706,perfect_bound,wedding
6707,WeAreTheUsed,musician_singer
6708,FairCakeLondon,baking
6709,jquery,html
6710,girlscientist,biology
6711,agoncal,java
6712,seventeenmag,magazine
6713,BabyCenter,pregnancy
6714,crazylabel,toys
6715,shooteditlearn,multimedia
6716,ChemicalBiology,chemistry
6717,GoToTennis,tennis
6718,stu,storage
6719,remopercussion,drums
6720,debian_security,linux_opensource
6721,JeffJarrettTNA,wrestling
6722,LingSocAm,linguistics
6723,ENAorg,nursing
6724,cpwatch,poverty
6725,jay_jaffe,baseball
6726,berrics,skateboarding
6727,prsarahevans,publicrelations
6728,UKForcesAfghan,army_military_veteran
6729,going_concern,accounting
6730,sans_isc,hacking
6731,repsandylevin,democrat
6732,marquis66,composer
6733,AllenCunningham,poker
6734,kffl,fantasy
6735,eliroth,director
6736,higdonmarathon,running
6737,googlenexus,mobile_smartphone
6738,voidspace,python
6739,RobinRipley,gardening
6740,netbanker,banking
6741,riazat_butt,religion
6742,Penn,college
6743,OniPress,comics
6744,POETSorg,poetry
6745,QuickbooksUsers,accounting
6746,karl,investor
6747,BarackObama,democrat
6748,tiwyf,food_chef
6749,adafruit,hacking
6750,lig,php
6751,Pregnancy_,pregnancy
6752,THEKAYOCORP,skateboarding
6753,CGNews,animation
6754,NotGaryBusey,jokes
6755,baltimoresun,newspaper
6756,greenpeacedk,peace
6757,cinepop,cinema
6758,adampregnancy,pregnancy
6759,jtodonnell,career_employment
6760,jacobian,python
6761,RepHankJohnson,democrat
6762,PheasantPhun,hunting
6763,lesbiangamers,lesbian
6764,e_agriculture,agriculture
6765,KaylaRadomski4,dance
6766,MarcusCooks,food_chef
6767,SETIInstitute,astronomy_physics
6768,TaxMan45,accounting
6769,DavidCampese,rugby
6770,HouseHitz,realestate
6771,FarmSanctuary,vegetarian
6772,sunada,meditation
6773,divya,html
6774,thewinehub,wine
6775,TheUnitedFest,filmfestival
6776,realrossnoble,comedy_funny
6777,PRODIGYMOBBDEEP,rapper
6778,joankw,ceo
6779,dscc,democrat
6780,gmanews,politics_news
6781,SmartBitches,romance
6782,Emeril,food_chef
6783,zenonmusic,piano
6784,ashleyladd,romance
6785,chronicle,highered
6786,jakeandamir,jokes
6787,sciencemagazine,biology
6788,AussieGrit,racing
6789,AnimePlanet,anime
6790,shaycarl,youtube
6791,MotoRaceFeed,motorcycle
6792,greenpeace_d,peace
6793,RyanSheckler,skateboarding
6794,bonappetit,baking
6795,tannergud,surfing
6796,urbangardens,gardening
6797,saurik,mac_iphone
6798,verazvonareva,tennis
6799,builders_pal,construction
6800,aquadrunkard,blogs
6801,worldofoutlaws,racing
6802,fertilefoods,nutrition
6803,SmoothBkkpng,accounting
6804,UCSDNeuro,neuroscience
6805,abmarkman,neuroscience
6806,InnerCompass,genealogy
6807,OpWeAreHere,army_military_veteran
6808,okcupid,dating
6809,BridgetAyers,branding
6810,fayewhitaker,comics
6811,worldhistory,history
6812,AgweekMagazine,agriculture
6813,robhuebel,comedy_funny
6814,RollingStone,magazine
6815,amo_cinema,cinema
6816,hypem,blogs
6817,AlexisNiki,screenwriter
6818,RoanStarSailing,sailing
6819,MensFitness,exercise_fitness
6820,PortiaDaCosta,romance
6821,rjray,perl
6822,wordofallah,islam
